132 | -335.9823632973105
-905 | 337.9165911551245
779 | 32.77293450874845
13 | 233.11473555621865
-469 | -145.89609616107202
-981 | 602.3852241290626
617 | -369.5097867813133
-23 | -148.21393297195493
224 | -14.44787281867525
-360 | 304.0531109690728
-67 | 594.3476036474401
983 | 198.49779341150588
-936 | 15.134229723496901
-965 | 49.22006475209287
-318 | 820.8050393933768
128 | 43.06701425842925
-337 | 133.74064311511415
607 | -278.13651916966967
-957 | 610.3507246283289
550 | -133.1676795642627
